host_response_rate,host_acceptance_rate,host_listings_count,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews,latitude,longitude,city,zipcode,state
100%,100%,3,2,Entire home/apt,1,1,1,155,$60.00 ,$800.00 ,3,1125,5,38.91272635,-77.06969614,Washington,20007,DC
100%,100%,1,3,Entire home/apt,1,1,2,155,$75.00 ,$0.00 ,3,365,27,38.90811685,-77.06398997,Washington,20007,DC
98%,52%,49,2,Private room,1,1,1,155,$0.00 ,$0.00 ,1,1125,0,38.91421965,-77.0293848,Washington,20009,DC
100%,75%,3,4,Entire home/apt,0,1,2,155,$110.00 ,$150.00 ,2,1125,0,38.91587761,-77.03140857,Washington,20009,DC
100%,93%,1,4,Entire home/apt,1,1,2,155,$75.00 ,$100.00 ,1,1125,28,38.91660699,-77.02796078,Washington,20001,DC
100%,100%,1,4,Entire home/apt,2,1,2,155,$0.00 ,$150.00 ,3,1125,7,38.94225159,-77.03781678,Washington,20011,DC
100%,100%,6,8,Entire home/apt,2,1,4,155,$75.00 ,$100.00 ,2,1125,34,38.96273588,-77.02283986,Washington,20011,DC
100%,0%,1,4,Entire home/apt,1,1,1,155,$75.00 ,$200.00 ,3,365,14,38.9238377,-77.04577074,Washington,20009,DC
0%,0%,1,2,Private room,1,1,1,155,$0.00 ,$0.00 ,1,1125,0,38.91288733,-77.01061633,Washington,20001,DC
100%,78%,1,2,Entire home/apt,0,1,1,155,$0.00 ,$0.00 ,2,1125,9,38.92231094,-77.03632893,Washington,20009,DC
100%,100%,3,2,Entire home/apt,1,1,3,155,$20.00 ,$0.00 ,1,1125,4,38.92420443,-77.03551933,Washington,20009,DC
100%,100%,1,9,Entire home/apt,4,2.5,6,155,$50.00 ,$150.00 ,1,1125,1,38.93130057,-76.99334099,Washington,20017,DC
88%,100%,1,4,Entire home/apt,1,1,1,155,$70.00 ,$500.00 ,2,14,9,38.93269928,-77.07258138,Washington,20016,DC
100%,0%,1,4,Entire home/apt,1,2,2,155,$135.00 ,$500.00 ,1,1125,0,38.93519384,-77.07478135,Washington,20016,DC
0%,0%,1,2,Entire home/apt,1,1.5,1,156,$35.00 ,$0.00 ,3,40,3,38.91536073,-77.02746831,Washington,20009,DC
0%,0%,3,2,Private room,1,1,1,156,$0.00 ,$0.00 ,1,1125,0,38.89874336,-76.99907938,Washington,20002,DC
100%,100%,1,4,Entire home/apt,1,1,2,157,$65.00 ,$0.00 ,2,1125,3,38.87721086,-77.00368744,Washington,20003,DC
80%,71%,1,2,Entire home/apt,0,1,1,158,$0.00 ,$0.00 ,2,1125,22,38.9078935,-77.03312023,Washington,20005,DC
100%,80%,1,4,Entire home/apt,2,1,2,158,$30.00 ,$0.00 ,1,1125,1,38.94241366,-77.06268748,Washington,20008,DC
43%,46%,17,4,Entire home/apt,1,1,3,159,$120.00 ,$0.00 ,1,1125,0,38.89895269,-77.0149355,Washington,20001,DC
100%,83%,1,2,Entire home/apt,1,1,1,159,$80.00 ,$400.00 ,4,1125,18,38.90152204,-77.01721359,Washington,20001,DC
58%,51%,480,2,Entire home/apt,0,1,1,159,$150.00 ,$0.00 ,3,365,9,38.90394782,-77.05344085,Washington,20037,DC
58%,51%,480,2,Entire home/apt,0,1,1,159,$150.00 ,$0.00 ,3,1125,2,38.90410601,-77.05299101,Washington,20037,DC
99%,96%,32,4,Entire home/apt,1,1,2,159,$75.00 ,$200.00 ,4,365,33,38.90737082,-77.04744018,Washington,20037,DC
100%,92%,1,2,Entire home/apt,0,1,1,159,$49.00 ,$500.00 ,2,14,1,38.90971203,-77.03548682,Washington,20005,DC
0%,0%,4,4,Entire home/apt,1,1,2,159,$75.00 ,$150.00 ,1,1125,0,38.91583243,-77.04323258,Washington,20009,DC
90%,86%,5,3,Private room,1,1,2,159,$0.00 ,$0.00 ,2,365,5,38.91362061,-77.04686593,Washington,20009,DC
100%,97%,3,3,Entire home/apt,1,1,1,159,$75.00 ,$500.00 ,3,240,47,38.91010042,-77.04221343,Washington,20036,DC
100%,50%,1,4,Entire home/apt,2,2,4,159,$95.00 ,$200.00 ,5,1125,4,38.94743599,-77.06990235,Washington,20008,DC
99%,89%,25,6,Entire home/apt,2,1,2,159,$115.00 ,$300.00 ,3,1125,2,38.89219842,-77.00034089,Washington,20002,DC
100%,100%,2,4,Entire home/apt,1,1,3,159,$55.00 ,$0.00 ,2,1125,20,38.89284949,-76.99908906,Washington,20002,DC
100%,77%,4,4,Entire home/apt,1,1,2,159,$75.00 ,$150.00 ,1,1125,0,38.91750234,-77.04253953,Washington,20009,DC
90%,67%,4,1,Private room,1,1,1,159,$15.00 ,$0.00 ,1,1125,1,38.91773584,-77.04654563,Washington,20009,DC
100%,100%,1,2,Entire home/apt,1,1,1,159,$75.00 ,$300.00 ,3,180,12,38.92209671,-77.04695774,Washington,20009,DC
0%,0%,4,4,Entire home/apt,1,1,2,159,$75.00 ,$150.00 ,1,1125,0,38.91613213,-77.04347953,Washington,20009,DC
,,1,3,Entire home/apt,2,2,2,159,$120.00 ,$250.00 ,5,1125,2,38.88789687,-76.98690465,Washington,20003,DC
100%,100%,2,5,Entire home/apt,1,1,4,159,$65.00 ,,2,1125,10,38.89161716,-76.99954426,"Washington, D.C.",20002,DC
80%,100%,1,6,Entire home/apt,2,2,2,159,$110.00 ,,3,365,100,38.87994722,-76.98544527,Washington,20003,DC
92%,91%,26,4,Entire home/apt,1,1,2,160,$115.00 ,$100.00 ,1,1125,0,38.89004639,-77.0028081,Washington,20003,DC
0%,0%,1,4,Entire home/apt,2,2,2,160,$30.00 ,$200.00 ,2,8,5,38.82722274,-77.00919578,Washington,20032,DC
100%,100%,1,4,Entire home/apt,1,1,2,160,$50.00 ,$200.00 ,1,1125,59,38.88032417,-77.0019617,Washington,20003,DC
100%,79%,4,2,Entire home/apt,1,1.5,1,160,$120.00 ,$600.00 ,5,1000,1,38.90170279,-77.051254,Washington,20037,DC
100%,79%,4,2,Entire home/apt,1,1,1,160,$120.00 ,$600.00 ,3,1000,6,38.90259855,-77.05245698,Washington,20037,DC
80%,100%,2,2,Entire home/apt,0,1,1,160,$50.00 ,$200.00 ,3,1125,11,38.90675799,-77.04829947,Washington,20037,DC
100%,29%,2,2,Entire home/apt,1,2,1,160,$0.00 ,$100.00 ,1,1125,8,38.91118191,-77.02281954,Washington,20001,DC
100%,95%,3,4,Entire home/apt,2,2,2,160,$25.00 ,$250.00 ,2,1125,12,38.91112654,-77.02193025,Washington,20001,DC
100%,100%,3,2,Entire home/apt,0,1,1,160,$75.00 ,$500.00 ,2,1125,26,38.90819518,-77.04765041,Washington,20037,DC
100%,92%,2,2,Entire home/apt,1,1,1,160,$75.00 ,$99.00 ,2,1125,1,38.91211336,-77.03793611,Washington,20009,DC
100%,100%,2,2,Entire home/apt,1,1,1,160,$50.00 ,$0.00 ,1,1125,1,38.90902799,-77.04711451,Washington,20037,DC
83%,0%,1,4,Entire home/apt,3,2.5,3,160,$100.00 ,$0.00 ,15,60,0,38.91924537,-77.02975042,Washington,20009,DC
100%,100%,1,4,Entire home/apt,1,1,2,160,$80.00 ,$0.00 ,2,1125,12,38.87995218,-77.01926437,Washington,20024,DC
100%,0%,1,7,Entire home/apt,3,2.5,4,160,$75.00 ,$150.00 ,2,25,1,38.98749668,-77.0305291,Silver Spring,20910,MD
100%,100%,1,6,Entire home/apt,1,1,3,160,$0.00 ,$0.00 ,1,1125,38,38.96241247,-77.07625822,"Washington, D.C.",20015,DC
90%,86%,1,3,Entire home/apt,1,1,1,160,$25.00 ,$0.00 ,1,1125,6,38.90548099,-77.00589411,Washington,20002,DC
89%,100%,2,4,Entire home/apt,2,1,3,160,$50.00 ,$300.00 ,3,11,3,38.89827581,-76.98888332,"Washington, D.C.",20002,DC
100%,89%,1,2,Entire home/apt,1,1,1,160,$65.00 ,$500.00 ,2,1125,16,38.91250479,-77.0488059,Washington,20008,DC
100%,100%,1,2,Private room,1,1,1,160,$0.00 ,$0.00 ,2,7,12,38.9171217,-77.04631373,Washington,20009,DC
100%,96%,2,9,Entire home/apt,2,2,6,160,$0.00 ,$500.00 ,1,1125,43,38.92279586,-77.04153439,Washington,20009,DC
100%,100%,1,4,Entire home/apt,2,1,2,160,$125.00 ,$300.00 ,7,365,9,38.92203154,-77.04447367,Washington,20009,DC
0%,0%,1,4,Entire home/apt,2,1,2,160,$25.00 ,$0.00 ,1,70,50,38.91409821,-77.01447299,Washington,20001,DC
100%,100%,5,2,Private room,1,1.5,2,160,$20.00 ,$150.00 ,2,14,1,38.92378173,-77.02278269,Washington,20001,DC
50%,100%,1,4,Entire home/apt,2,2,2,160,$50.00 ,$0.00 ,1,1125,0,38.93263142,-77.036498,Washington,20010,DC
100%,93%,1,6,Entire home/apt,2,1,4,160,$60.00 ,$0.00 ,2,1125,4,38.92867176,-77.03645233,Washington,20009,DC
100%,60%,2,4,Entire home/apt,2,1,2,160,$25.00 ,$0.00 ,1,1125,0,38.92726691,-76.98524151,Washington,20017,DC
100%,92%,2,6,Entire home/apt,2,2,2,160,$30.00 ,$0.00 ,3,14,1,38.92217481,-76.98350919,Washington,20018,DC
100%,100%,1,2,Entire home/apt,0,1,1,160,$65.00 ,$200.00 ,2,28,44,38.92401259,-77.05853551,Washington,20008,DC
90%,90%,1,5,Entire home/apt,1,1,3,160,$20.00 ,,2,29,33,38.88529594,-77.00099227,Washington,20003,DC
90%,100%,1,3,Entire home/apt,1,1,1,160,$50.00 ,,1,1125,16,38.88804287,-76.99201142,Washington,20003,DC
75%,0%,1,4,Entire home/apt,1,1,1,160,$50.00 ,,2,1125,0,38.88723917,-76.98686079,Washington,20003,DC
100%,100%,1,4,Entire home/apt,0,1,2,160,$50.00 ,$250.00 ,1,100,96,38.88404563,-76.99959298,Washington,20003,DC
99%,88%,16,5,Entire home/apt,1,1,2,161,$0.00 ,$0.00 ,1,1125,5,38.90364999,-77.0589371,Washington,20007,DC
100%,83%,2,4,Entire home/apt,2,2.5,2,162,$30.00 ,$0.00 ,1,1125,14,38.91342407,-77.01903135,Washington,20001,DC
100%,100%,1,5,Entire home/apt,2,2,2,163,$80.00 ,$0.00 ,2,1125,2,38.91895997,-77.04503132,Washington,20009,DC
94%,94%,2,4,Entire home/apt,1,1,2,164,$60.00 ,$400.00 ,2,365,23,38.91227079,-77.02872202,Washington,20005,DC
98%,79%,6,6,Entire home/apt,2,2,3,164,$40.00 ,$0.00 ,1,27,0,38.90739874,-77.03326544,Washington,20005,DC
0%,0%,1,2,Entire home/apt,0,1,1,165,$75.00 ,$400.00 ,1,1125,0,38.89835142,-77.02201071,Washington,20001,DC
100%,100%,2,3,Entire home/apt,1,1,1,165,$0.00 ,$135.00 ,1,1125,0,38.90509797,-77.0167189,Washington,20001,DC
100%,98%,3,4,Entire home/apt,1,1,2,165,$0.00 ,$0.00 ,2,1125,17,38.90106388,-77.05185206,Washington,20037,DC
92%,77%,1,3,Entire home/apt,1,1,2,165,$0.00 ,$0.00 ,1,1125,19,38.89937792,-77.05252032,Washington,20037,DC
0%,0%,1,3,Entire home/apt,0,1,2,165,$60.00 ,$0.00 ,7,18,0,38.89717885,-77.04667433,Washington,20006,DC
80%,0%,1,3,Entire home/apt,1,1,1,165,$25.00 ,$0.00 ,1,1125,4,38.91793494,-77.09602295,Washington,20007,DC
0%,0%,1,6,Entire home/apt,2,2,3,165,$40.00 ,$200.00 ,3,1125,1,38.90172055,-76.98620622,Washington,20002,DC
100%,0%,1,2,Entire home/apt,0,1,1,165,$0.00 ,$0.00 ,3,1125,1,38.91174862,-77.06917738,Washington,20007,DC
100%,60%,1,2,Entire home/apt,1,1,1,165,$0.00 ,$0.00 ,1,1125,2,38.91067524,-77.05664703,Washington,20007,DC
100%,92%,1,2,Entire home/apt,1,1,1,165,$60.00 ,$0.00 ,1,29,19,38.90670137,-77.03658899,Washington,20005,DC
100%,50%,1,2,Entire home/apt,0,1,1,165,$0.00 ,$0.00 ,1,1,11,38.88076568,-77.01339154,Washington,20024,DC
58%,51%,480,3,Entire home/apt,1,1,1,165,$150.00 ,$0.00 ,7,365,0,38.94814511,-77.03414404,Washington,20011,DC
87%,100%,2,5,Entire home/apt,2,2.5,2,165,$15.00 ,$0.00 ,4,1125,2,38.95396018,-77.0286389,"Washington, D.C.",20011,DC
98%,52%,49,2,Private room,1,1,1,165,$0.00 ,$0.00 ,2,14,1,38.95313704,-77.06432771,Washington,20008,DC
98%,52%,49,2,Private room,1,1,1,165,$0.00 ,$0.00 ,2,14,0,38.95466975,-77.06439792,Washington,20008,DC
100%,100%,1,2,Entire home/apt,1,1,1,165,$75.00 ,$0.00 ,5,1125,1,38.8924057,-77.00081384,Washington,20002,DC
100%,94%,1,3,Entire home/apt,1,1,1,165,$0.00 ,$0.00 ,1,1125,21,38.91979632,-77.04517419,Washington,20009,DC
66%,96%,5,2,Entire home/apt,1,1,1,165,$0.00 ,$0.00 ,3,1125,3,38.92227449,-77.04049851,Washington,20009,DC
0%,0%,1,3,Entire home/apt,2,2,2,165,$0.00 ,$0.00 ,3,1125,0,38.9267124,-77.03971745,Washington,20009,DC
100%,80%,4,3,Entire home/apt,1,1,1,165,$100.00 ,$0.00 ,2,7,50,38.91464747,-77.04653733,Washington,20009,DC
100%,100%,2,6,Entire home/apt,2,2,3,165,$30.00 ,$100.00 ,2,1125,33,38.91213553,-77.00796231,Washington,20002,DC
88%,40%,1,6,Entire home/apt,3,2.5,3,165,$100.00 ,$300.00 ,1,1125,0,38.926654,-77.00792763,Washington,20002,DC
100%,40%,1,4,Entire home/apt,2,1,2,165,$60.00 ,$0.00 ,2,1125,2,38.92228681,-77.0324765,Washington,20009,DC
100%,100%,6,6,Entire home/apt,2,1,2,165,$135.00 ,$200.00 ,3,30,0,38.93138339,-77.03048859,Washington,20010,DC
86%,100%,3,3,Entire home/apt,3,1,3,165,$0.00 ,$100.00 ,3,30,0,38.91997649,-77.03451211,Washington,20009,DC
100%,89%,1,4,Entire home/apt,2,1,3,165,$90.00 ,$250.00 ,2,30,14,38.89162678,-76.99081697,Washington,20002,DC
71%,0%,1,1,Private room,1,1,1,165,,,1,1125,0,38.88902623,-77.0001607,Washington,20003,DC
98%,52%,49,2,Entire home/apt,0,1,1,165,,,3,30,5,38.89129087,-76.99976318,Washington,20002,DC
,,1,4,Entire home/apt,1,1,2,165,$30.00 ,,1,1125,0,38.89157294,-76.99143015,Washington,20002,DC
83%,100%,2,2,Entire home/apt,1,1,1,167,$104.00 ,$575.00 ,5,1125,31,38.89538942,-77.02054559,Washington,20004,DC
100%,99%,4,4,Entire home/apt,1,1,2,168,$35.00 ,$0.00 ,1,1125,136,38.90600705,-77.03382798,Washington,20005,DC
100%,98%,3,4,Entire home/apt,2,1,2,168,$0.00 ,$0.00 ,2,29,0,38.90194119,-77.05394738,Washington,20037,DC
100%,99%,4,4,Entire home/apt,1,1,2,168,$35.00 ,$0.00 ,1,1125,150,38.91060839,-77.03694265,"Washington, D.C.",20005,DC
92%,100%,1,3,Entire home/apt,1,1,1,168,$75.00 ,$500.00 ,4,1125,23,38.9089824,-77.03818349,Washington,20036,DC
100%,99%,4,4,Entire home/apt,1,1,2,168,$35.00 ,$0.00 ,1,1125,152,38.90522837,-77.03761242,"Washington, D.C.",20005,DC
100%,100%,1,3,Entire home/apt,1,1,2,168,$60.00 ,$0.00 ,2,4,47,38.90474311,-77.0054369,Washington,20002,DC
90%,90%,1,3,Entire home/apt,1,1.5,1,168,$65.00 ,$250.00 ,2,1125,5,38.91951078,-77.04160303,Washington,20009,DC
100%,100%,1,4,Entire home/apt,2,1.5,2,168,$30.00 ,$200.00 ,2,28,22,38.92281838,-77.04563432,Washington,20009,DC
85%,75%,1,2,Entire home/apt,1,1,1,168,$0.00 ,$0.00 ,2,30,14,38.91379792,-77.01518276,Washington,20001,DC
100%,100%,1,4,Entire home/apt,1,1,2,168,$25.00 ,$200.00 ,3,14,31,38.92860487,-77.02923425,Washington,20010,DC
100%,100%,2,5,Entire home/apt,3,2.5,4,169,$75.00 ,$0.00 ,4,30,4,38.91074359,-76.98531415,Washington,20002,DC
67%,0%,1,1,Private room,1,1,1,169,$75.00 ,$300.00 ,1,1125,12,38.91030151,-77.04705801,Washington,20036,DC
100%,85%,4,6,Entire home/apt,2,1,4,169,$95.00 ,$250.00 ,1,1125,1,38.91631931,-77.04241231,Washington,20009,DC
100%,96%,2,6,Entire home/apt,1,1,2,169,$0.00 ,$300.00 ,1,30,119,38.90876813,-77.04702894,Washington,20037,DC
100%,100%,1,4,Entire home/apt,1,1,2,169,$39.00 ,$0.00 ,5,1125,8,38.87939719,-77.01446896,Washington,20024,DC
100%,86%,2,3,Entire home/apt,2,2,3,169,$75.00 ,$250.00 ,3,1125,34,38.92269466,-77.0414277,Washington,20009,DC
99%,96%,32,2,Entire home/apt,1,1,2,169,$75.00 ,$200.00 ,4,40,4,38.8918434,-77.00026014,Washington,20002,DC
100%,100%,2,2,Private room,1,1,1,170,$0.00 ,$200.00 ,1,10,18,38.899211,-77.01779574,Washington,20001,DC
100%,100%,3,6,Entire home/apt,2,1,2,170,$75.00 ,$500.00 ,2,1125,2,38.90691943,-77.04754715,Washington,20037,DC
100%,100%,3,6,Entire home/apt,2,1,2,170,$75.00 ,$500.00 ,2,1125,9,38.90658124,-77.04913812,Washington,20037,DC
100%,100%,1,2,Entire home/apt,1,1,1,170,$0.00 ,$0.00 ,3,1125,12,38.90456835,-77.05892856,Washington,20007,DC
100%,100%,2,4,Entire home/apt,2,2.5,2,170,$120.00 ,$150.00 ,3,120,2,38.91692274,-77.03978091,Washington,20009,DC
0%,0%,1,5,Entire home/apt,1,1,2,170,$30.00 ,$150.00 ,3,1125,6,38.90965634,-77.04961326,Washington,20037,DC
100%,71%,1,4,Entire home/apt,1,1,3,170,$40.00 ,$250.00 ,1,1125,0,38.91315221,-77.04145334,Washington,20009,DC
0%,0%,1,4,Entire home/apt,2,2.5,2,170,$0.00 ,$0.00 ,14,30,0,38.9126986,-77.04459815,Washington,20009,DC
100%,100%,1,3,Entire home/apt,1,1,1,170,$25.00 ,$200.00 ,3,14,49,38.91600462,-77.05006304,Washington,20009,DC
0%,0%,1,2,Entire home/apt,1,1,1,170,$0.00 ,$0.00 ,1,1125,0,38.91999648,-77.04510279,Washington,20009,DC
100%,100%,2,8,Entire home/apt,2,2,3,170,$150.00 ,$300.00 ,1,380,23,38.92596695,-77.07937006,Washington,20007,DC
88%,100%,1,4,Entire home/apt,2,2.5,3,170,$100.00 ,$400.00 ,3,9,1,38.93221255,-77.07280198,Washington,20016,DC
98%,52%,49,2,Private room,1,1,1,170,,,2,14,0,38.88711788,-76.99812969,Washington,20003,DC
,,1,5,Entire home/apt,2,1.5,2,170,,,1,1125,4,38.87955865,-76.99151755,Washington,20003,DC
100%,67%,1,4,Entire home/apt,2,1,2,170,,,1,1125,3,38.89019344,-76.99526951,Washington,20003,DC
100%,100%,3,3,Entire home/apt,1,1,1,171,$80.00 ,$0.00 ,3,1125,0,38.9332627,-77.03073446,Washington,20010,DC
100%,92%,1,4,Entire home/apt,2,1,2,172,$30.00 ,$0.00 ,2,365,20,38.91734441,-77.03875579,Washington,20009,DC
100%,100%,1,3,Entire home/apt,1,1,1,174,$50.00 ,$250.00 ,2,1125,25,38.91536282,-77.04295447,Washington,20009,DC
53%,69%,1,4,Entire home/apt,1,1.5,1,175,$25.00 ,$0.00 ,1,1125,25,38.90683107,-77.02987558,Washington,20005,DC
80%,100%,1,3,Entire home/apt,1,1,2,175,$0.00 ,$0.00 ,2,15,139,38.90377356,-77.01197061,Washington,20009,DC
100%,100%,1,5,Entire home/apt,2,1,3,175,$55.00 ,$175.00 ,2,1125,2,38.90654522,-77.01058379,Washington,20001,DC
90%,100%,2,4,Entire home/apt,1,1,2,175,$65.00 ,$250.00 ,14,365,3,38.90401451,-77.05557714,Washington,20037,DC
0%,0%,1,2,Entire home/apt,1,1,1,175,$0.00 ,$0.00 ,1,30,1,38.9031062,-76.94966454,Washington,20019,DC
100%,0%,1,4,Entire home/apt,1,1,1,175,$0.00 ,$0.00 ,1,1125,0,38.913389,-77.03315767,Washington,20009,DC
70%,90%,1,2,Entire home/apt,1,1,1,175,$0.00 ,$0.00 ,1,1125,4,38.90969402,-77.03344534,Washington,20005,DC
98%,52%,49,4,Entire home/apt,0,1,2,175,$0.00 ,$0.00 ,3,30,8,38.91214831,-77.02902309,Washington,20009,DC
98%,52%,49,3,Entire home/apt,0,1,2,175,$0.00 ,$0.00 ,3,90,0,38.91206836,-77.02911427,Washington,20009,DC
0%,100%,1,5,Entire home/apt,2,2,2,175,$0.00 ,$0.00 ,1,1125,1,38.90731347,-77.03133492,Washington,20005,DC
100%,0%,1,3,Private room,1,1,2,175,$25.00 ,$0.00 ,1,1125,2,38.9292605,-77.08502431,Washington,20016,DC
100%,100%,1,7,Entire home/apt,3,2.5,3,175,$40.00 ,$250.00 ,3,1125,0,38.90410826,-76.98626614,Washington,20002,DC
99%,88%,16,4,Entire home/apt,1,1,2,175,$0.00 ,$0.00 ,1,1125,7,38.90351434,-77.05744389,Washington,20007,DC
90%,60%,1,3,Entire home/apt,1,1,1,175,$80.00 ,$300.00 ,1,5,63,38.90641382,-77.06899099,Arlington,22209,VA
100%,50%,1,3,Entire home/apt,1,1,1,175,$75.00 ,$200.00 ,2,1125,3,38.90372196,-77.06209316,Washington,20007,DC
93%,100%,2,3,Entire home/apt,1,1,2,175,$30.00 ,$220.00 ,1,1125,19,38.90921268,-77.04597895,Washington,20036,DC
0%,0%,1,4,Entire home/apt,1,1,2,175,$75.00 ,$500.00 ,5,1125,1,38.91697451,-77.03694304,Washington,20009,DC
100%,83%,1,3,Entire home/apt,1,1,1,175,$10.00 ,$100.00 ,1,7,31,38.9095795,-77.03579825,"Washington, D.C.",20036,DC
98%,52%,49,2,Entire home/apt,0,1,1,175,$0.00 ,$0.00 ,3,90,3,38.91280677,-77.03943918,Washington,20009,DC
93%,100%,2,3,Entire home/apt,1,1,2,175,$20.00 ,$220.00 ,1,1125,19,38.90981485,-77.04612379,Washington,20036,DC
100%,100%,1,4,Entire home/apt,1,1,2,175,$40.00 ,$0.00 ,1,1125,48,38.90909503,-77.04094181,Washington,20036,DC
100%,100%,1,2,Entire home/apt,0,1,1,175,$30.00 ,$0.00 ,2,4,6,38.9085534,-77.04032746,Washington,20036,DC
0%,0%,1,5,Entire home/apt,2,1,2,175,$0.00 ,$0.00 ,1,2,0,38.91611941,-77.03951874,Washington,20009,DC
100%,100%,1,2,Entire home/apt,0,1,1,175,$0.00 ,$250.00 ,2,1125,0,38.90763454,-77.04487106,Washington,20036,DC
100%,25%,2,2,Entire home/apt,1,1,1,175,$0.00 ,$0.00 ,1,1125,0,38.91629441,-77.03257079,Washington,20009,DC
100%,100%,2,5,Entire home/apt,2,2,3,175,$100.00 ,$175.00 ,2,1125,9,38.9166518,-77.03197984,Washington,20009,DC
100%,0%,1,4,Entire home/apt,2,2.5,2,175,$0.00 ,$0.00 ,5,30,0,38.92128549,-77.0135257,Washington,20001,DC
50%,100%,1,2,Entire home/apt,0,1,1,175,$0.00 ,$0.00 ,1,1125,3,38.91815038,-77.0299042,Washington,20009,DC
0%,0%,1,1,Private room,1,1,1,175,$0.00 ,$0.00 ,1,1125,0,38.91814012,-77.02720157,Washington,20001,DC
98%,52%,49,2,Entire home/apt,0,1,1,175,$0.00 ,$0.00 ,3,90,0,38.9161897,-77.03010822,Washington,20009,DC
70%,67%,2,4,Entire home/apt,1,1,1,175,$50.00 ,$0.00 ,2,1125,17,38.91685652,-77.02808802,Washington,20001,DC
0%,0%,1,4,Entire home/apt,1,1,1,175,$75.00 ,$0.00 ,3,1125,8,38.91967197,-77.02935062,Washington,20009,DC
0%,0%,1,4,Entire home/apt,1,1,1,175,$0.00 ,$0.00 ,1,1125,0,38.91874589,-77.03032849,"Washington, D.C.",20009,DC
100%,100%,2,6,Entire home/apt,2,2,2,175,$40.00 ,$300.00 ,1,1125,0,38.91752891,-77.02732037,Washington,20009,DC
0%,0%,1,2,Entire home/apt,0,1,1,175,$0.00 ,$0.00 ,2,7,0,38.94401971,-77.00309792,Washington,20011,DC
88%,67%,1,6,Entire home/apt,2,2,2,175,$0.00 ,$0.00 ,1,30,16,38.86021024,-76.99207104,Washington,20020,DC
100%,97%,2,2,Entire home/apt,0,1,1,175,$50.00 ,$0.00 ,3,30,141,38.89866104,-77.00179416,Washington,20002,DC
98%,52%,49,4,Entire home/apt,0,1,2,175,$0.00 ,$0.00 ,3,90,3,38.90179078,-76.99482757,Washington,20002,DC
0%,0%,3,2,Private room,1,1,2,175,$35.00 ,$0.00 ,1,1125,0,38.89984013,-76.99740009,Washington,20002,DC
92%,82%,1,3,Entire home/apt,0,1,1,175,$20.00 ,$150.00 ,1,1125,5,38.91707108,-77.04545213,Washington,20009,DC
75%,0%,1,4,Entire home/apt,2,1,2,175,$0.00 ,$0.00 ,2,4,4,38.91058377,-77.00330244,Washington,20002,DC
90%,100%,1,4,Entire home/apt,1,1,2,175,$36.00 ,$0.00 ,2,31,29,38.90913393,-77.00593044,Washington,20002,DC
100%,100%,1,6,Entire home/apt,2,2,3,175,$65.00 ,$850.00 ,1,1125,62,38.92757219,-77.03360355,Washington,20009,DC
100%,100%,2,4,Entire home/apt,2,2,2,175,$125.00 ,$0.00 ,3,1125,0,38.92752818,-77.02951183,Washington,20009,DC
0%,0%,1,6,Entire home/apt,2,2,3,175,$0.00 ,$0.00 ,5,1125,0,38.92807219,-77.03279483,Washington,20010,DC
92%,91%,26,6,Entire home/apt,2,1,4,175,$100.00 ,$100.00 ,1,1125,18,38.93032269,-77.03077166,Washington,20010,DC
100%,100%,1,5,Entire home/apt,2,1,2,175,$100.00 ,$0.00 ,2,1125,19,38.9292465,-77.03064128,Washington,20009,DC
92%,91%,26,6,Entire home/apt,2,1,5,175,$100.00 ,$100.00 ,1,1125,13,38.93185104,-77.02921233,Washington,20010,DC
100%,100%,6,6,Entire home/apt,2,2,4,175,$135.00 ,$200.00 ,3,7,0,38.92944876,-77.02905859,Washington,20010,DC
92%,91%,26,6,Entire home/apt,2,1,5,175,$100.00 ,$100.00 ,1,1125,11,38.93157313,-77.02949325,Washington,20010,DC
100%,100%,4,6,Entire home/apt,2,1,3,175,$150.00 ,$300.00 ,4,365,0,38.92742916,-76.99205758,Washington,20017,DC
0%,0%,1,1,Private room,1,1,1,175,$0.00 ,$0.00 ,1,1125,0,38.93201529,-76.98106855,Washington,20018,DC
100%,0%,2,4,Entire home/apt,1,1,2,175,$15.00 ,$0.00 ,2,365,5,38.92453674,-77.07482365,Washington,20007,DC
100%,100%,1,5,Entire home/apt,2,1,2,175,$50.00 ,,1,1125,0,38.92258733,-77.0553984,Washington,20008,DC
100%,100%,2,6,Entire home/apt,2,1,3,175,$150.00 ,$500.00 ,3,1125,5,38.88762065,-77.00240282,Washington,20003,DC
98%,52%,49,2,Private room,1,1,1,175,,,2,14,0,38.89055604,-76.99732374,Washington,20002,DC
98%,52%,49,4,Entire home/apt,1,1,2,175,,,3,90,0,38.88725381,-76.98539737,Washington,20003,DC
98%,52%,49,4,Entire home/apt,1,1,1,175,,,3,90,2,38.8884605,-76.99935121,Washington,20003,DC
90%,100%,2,8,Entire home/apt,3,1.5,3,175,$85.00 ,$299.00 ,2,30,68,38.88394132,-76.98211822,Washington,20003,DC
100%,99%,5,4,Entire home/apt,1,1,3,175,$45.00 ,,3,1125,2,38.88397681,-76.98944672,Washington,20003,DC
100%,58%,2,4,Entire home/apt,2,1.5,2,175,$30.00 ,$250.00 ,1,1125,6,38.88195005,-76.98566128,Washington,20003,DC
